,Unnamed: 0,index,match_id,player_slot,radiant_win,duration,game_mode,lobby_type,hero_id,start_time,version,kills,deaths,assists,skill,leaver_status,party_size,win,steam_id,enemy_team,ally_team
753,5753,1062,3592621898,128,0,3486,22,7,Vengeful Spirit,2017-12-01,,10,8,15,,0,,1,232851,"[58, 8, 14, 17, 9]","[20, 6, 27, 47, 70]"
754,5754,1063,3592157056,3,1,1772,22,7,Clockwerk,2017-12-01,,10,1,11,,0,,1,232851,"[81, 50, 35, 51, 14]","[34, 53, 112, 85, 6]"
755,5755,1064,3591516508,129,0,1911,22,7,Axe,2017-11-30,,13,3,16,,0,,1,232851,"[9, 26, 81, 30, 120]","[7, 2, 12, 50, 58]"
756,5756,1065,3591234170,130,0,2676,22,7,Clockwerk,2017-11-30,21.0,3,15,23,,0,3.0,1,232851,"[47, 18, 14, 26, 55]","[34, 9, 51, 27, 48]"
757,5757,1066,3590522856,2,1,1916,22,7,Omniknight,2017-11-30,,2,3,13,,0,,1,232851,"[98, 35, 57, 86, 41]","[108, 104, 23, 8, 26]"
758,5758,1067,3589601555,3,1,3387,22,0,Earthshaker,2017-11-29,,10,6,26,,0,,1,232851,"[5, 97, 44, 7, 2]","[19, 107, 29, 30, 39]"
759,5759,1068,3589531161,131,0,2546,22,7,Clockwerk,2017-11-29,,7,3,14,,0,,1,232851,"[84, 58, 1, 28, 11]","[35, 12, 30, 51, 75]"
760,5760,1069,3589292521,1,1,2374,22,0,Elder Titan,2017-11-29,,9,5,15,,0,,1,232851,"[43, 103, 40, 42, 8]","[35, 18, 58, 98, 96]"
761,5761,1070,3588947608,129,0,2474,22,7,Clockwerk,2017-11-29,,12,4,11,,0,,1,232851,"[7, 22, 21, 19, 10]","[14, 51, 104, 95, 75]"
762,5762,1071,3587887467,0,1,1893,22,7,Witch Doctor,2017-11-28,,8,3,19,,0,,1,232851,"[30, 81, 86, 2, 14]","[39, 22, 17, 3, 67]"
763,5763,1072,3587807209,130,0,2652,22,7,Clockwerk,2017-11-28,,13,2,31,,0,,1,232851,"[72, 20, 14, 34, 104]","[112, 17, 51, 48, 21]"
764,5764,1073,3587647759,1,1,2785,22,0,Pudge,2017-11-28,,16,5,19,1.0,0,,1,232851,"[13, 14, 16, 101, 8]","[84, 74, 7, 1, 17]"
765,5765,1074,3587580448,0,1,1712,22,0,Spirit Breaker,2017-11-28,,5,2,27,1.0,0,,1,232851,"[71, 27, 29, 35, 44]","[64, 54, 1, 26, 47]"
766,5766,1075,3587484671,128,0,2489,22,7,Clockwerk,2017-11-28,,11,2,20,,0,,1,232851,"[32, 84, 18, 39, 61]","[51, 30, 63, 7, 120]"
767,5767,1076,3586155487,2,1,2107,22,7,Clockwerk,2017-11-27,,9,1,13,,0,,1,232851,"[35, 20, 51, 110, 81]","[10, 8, 84, 85, 37]"
768,5768,1077,3585923331,131,0,2240,22,7,Clockwerk,2017-11-27,,9,5,18,,0,,1,232851,"[14, 13, 42, 21, 8]","[27, 72, 35, 51, 30]"
769,5769,1078,3585848302,130,0,1927,22,7,Clockwerk,2017-11-27,21.0,9,4,18,,0,3.0,1,232851,"[3, 67, 98, 14, 17]","[101, 8, 51, 30, 35]"
770,5770,1079,3585773021,1,1,1881,22,7,Clockwerk,2017-11-27,,9,2,13,,0,,1,232851,"[22, 51, 30, 67, 27]","[86, 34, 48, 14, 74]"
771,5771,1080,3584440172,1,1,1738,3,7,Earthshaker,2017-11-26,,3,2,12,,0,,1,232851,"[35, 7, 8, 66, 99]","[84, 67, 43, 71, 11]"
772,5772,1081,3584296546,2,1,1965,22,7,Earthshaker,2017-11-26,,6,6,10,,0,,1,232851,"[35, 62, 7, 5, 119]","[79, 8, 32, 47, 85]"
773,5773,1082,3583885564,130,0,2999,22,7,Earthshaker,2017-11-26,21.0,9,6,13,,0,3.0,1,232851,"[41, 34, 50, 88, 14]","[35, 95, 7, 5, 42]"
774,5774,1083,3582110792,2,1,1527,22,7,Clockwerk,2017-11-25,,6,1,16,,0,,1,232851,"[6, 20, 51, 110, 47]","[114, 49, 40, 19, 83]"
775,5775,1084,3581101804,130,0,2197,22,7,Clockwerk,2017-11-25,,11,6,18,,0,,1,232851,"[14, 75, 4, 95, 87]","[35, 73, 51, 30, 101]"
776,5776,1085,3581039197,0,1,1734,22,7,Clockwerk,2017-11-25,,9,3,18,,0,,1,232851,"[51, 30, 48, 44, 23]","[99, 56, 16, 41, 36]"
777,5777,1086,3580325429,2,1,3047,22,7,Clockwerk,2017-11-24,21.0,9,13,25,,0,3.0,1,232851,"[35, 42, 51, 79, 101]","[4, 40, 70, 74, 30]"
778,5778,1087,3579844882,0,1,2254,22,7,Clockwerk,2017-11-24,,9,7,20,,0,,1,232851,"[51, 30, 1, 84, 94]","[120, 104, 64, 25, 41]"
779,5779,1088,3579682044,132,0,2384,22,7,Clockwerk,2017-11-24,21.0,15,2,23,,0,1.0,1,232851,"[30, 54, 86, 94, 13]","[101, 73, 72, 9, 51]"
780,5780,1089,3578336297,1,1,1909,22,7,Earthshaker,2017-11-23,,9,1,11,,0,,1,232851,"[6, 7, 48, 31, 110]","[71, 75, 113, 5, 44]"
781,5781,1090,3578111961,128,0,2036,22,7,Earthshaker,2017-11-23,21.0,4,5,18,,0,5.0,1,232851,"[109, 14, 119, 5, 35]","[7, 30, 98, 44, 58]"
782,5782,1091,3577946549,0,1,2224,22,7,Clockwerk,2017-11-23,,8,7,22,,0,,1,232851,"[51, 30, 48, 9, 86]","[3, 120, 23, 35, 8]"
783,5783,1092,3577817347,3,1,3254,22,7,Clockwerk,2017-11-23,21.0,6,4,22,,0,1.0,1,232851,"[41, 106, 47, 51, 52]","[108, 14, 104, 94, 84]"
784,5784,1093,3576571506,129,0,1953,22,7,Earthshaker,2017-11-22,,3,2,14,,0,,1,232851,"[93, 120, 30, 57, 11]","[64, 7, 56, 66, 94]"
785,5785,1094,3576474237,132,0,2684,22,7,Earthshaker,2017-11-22,,15,2,24,,0,,1,232851,"[27, 44, 94, 60, 50]","[81, 110, 43, 87, 7]"
786,5786,1095,3576216183,2,1,3950,22,7,Earthshaker,2017-11-22,,11,11,17,,0,,1,232851,"[75, 12, 7, 69, 39]","[58, 112, 74, 19, 57]"
787,5787,1096,3573275489,130,0,2508,22,7,Clockwerk,2017-11-20,,8,4,17,,0,,1,232851,"[79, 53, 6, 39, 73]","[42, 14, 51, 120, 112]"
788,5788,1097,3573093672,0,1,2820,22,0,Clockwerk,2017-11-20,,9,6,15,1.0,0,,1,232851,"[51, 5, 94, 98, 2]","[58, 42, 70, 34, 29]"
789,5789,1098,3572994568,128,0,2898,22,7,Clockwerk,2017-11-20,,12,6,24,,0,,1,232851,"[120, 97, 106, 41, 105]","[51, 44, 96, 93, 30]"
790,5790,1099,3571543634,128,0,2986,22,7,Clockwerk,2017-11-19,,10,5,26,,0,,1,232851,"[120, 75, 85, 40, 17]","[51, 50, 14, 11, 44]"
791,5791,1100,3571201652,2,1,2726,22,0,Bristleback,2017-11-19,,6,5,16,1.0,0,,1,232851,"[40, 20, 99, 79, 35]","[71, 89, 50, 74, 62]"
792,5792,1101,3570752313,130,0,3521,22,7,Earthshaker,2017-11-19,21.0,9,5,23,,0,3.0,1,232851,"[8, 79, 94, 114, 86]","[5, 87, 7, 39, 12]"
793,5793,1102,3570676757,132,0,2041,22,7,Clockwerk,2017-11-19,,7,2,18,,0,,1,232851,"[60, 100, 35, 9, 86]","[41, 74, 3, 20, 51]"
794,5794,1103,3569880974,130,0,2510,22,7,Clockwerk,2017-11-18,,7,5,19,,0,,1,232851,"[7, 99, 32, 59, 50]","[84, 81, 51, 104, 30]"
795,5795,1104,3569645748,130,0,1994,22,7,Clockwerk,2017-11-18,,15,3,12,,0,,1,232851,"[35, 44, 57, 53, 74]","[101, 72, 51, 20, 108]"
796,5796,1105,3568869817,132,0,3024,22,7,Undying,2017-11-18,,4,11,22,,0,,1,232851,"[14, 54, 120, 12, 86]","[82, 42, 75, 30, 85]"
797,5797,1106,3567549773,1,1,1839,22,7,Crystal Maiden,2017-11-17,,5,3,14,,0,,1,232851,"[44, 5, 18, 71, 51]","[4, 120, 114, 36, 40]"
798,5798,1107,3565341723,1,1,2812,22,7,Clockwerk,2017-11-16,,17,3,18,,0,,1,232851,"[94, 51, 30, 14, 35]","[40, 97, 16, 12, 32]"
799,5799,1108,3565138060,0,1,1593,22,7,Chaos Knight,2017-11-16,20.0,10,1,11,,0,2.0,1,232851,"[81, 30, 36, 85, 9]","[54, 5, 82, 21, 86]"
800,5800,1109,3563700969,128,0,3071,22,7,Omniknight,2017-11-15,,6,4,20,,0,,1,232851,"[94, 61, 100, 15, 22]","[57, 29, 5, 99, 88]"
801,5801,1110,3563605564,0,1,2996,22,7,Axe,2017-11-15,,18,12,23,,0,,1,232851,"[2, 87, 46, 8, 14]","[9, 84, 17, 44, 5]"
802,5802,1111,3563480624,132,0,2499,22,7,Phantom Assassin,2017-11-15,,10,4,10,,0,,1,232851,"[49, 90, 114, 58, 32]","[14, 94, 60, 38, 44]"
803,5803,1112,3563361585,131,0,2083,22,7,Shadow Shaman,2017-11-15,,3,5,19,,0,,1,232851,"[91, 62, 9, 48, 76]","[110, 67, 5, 27, 17]"
804,5804,1113,3563277551,3,1,2212,22,7,Shadow Shaman,2017-11-15,,2,10,9,,0,,1,232851,"[109, 98, 21, 27, 40]","[25, 105, 26, 49, 1]"
805,5805,1114,3562083456,4,1,2417,22,7,Axe,2017-11-14,,13,5,18,,0,,1,232851,"[9, 63, 37, 30, 2]","[46, 42, 25, 99, 120]"
806,5806,1115,3560306135,129,0,2656,22,0,Dragon Knight,2017-11-13,,11,4,9,1.0,0,,1,232851,"[14, 47, 9, 30, 18]","[27, 49, 2, 93, 110]"
807,5807,1116,3560186626,0,1,4150,22,7,Phantom Lancer,2017-11-13,,20,6,8,,0,,1,232851,"[12, 26, 27, 101, 21]","[86, 34, 75, 98, 4]"
808,5808,1117,3560101101,3,1,2686,22,0,Anti-Mage,2017-11-13,,3,3,6,1.0,0,,1,232851,"[35, 54, 20, 1, 84]","[17, 40, 48, 13, 4]"
809,5809,1118,3560008542,128,0,2465,22,7,Earthshaker,2017-11-13,,8,4,14,,0,,1,232851,"[94, 10, 40, 53, 8]","[7, 19, 31, 119, 17]"
810,5810,1119,3558578026,129,0,1758,22,0,Lina,2017-11-12,,4,0,9,1.0,0,,1,232851,"[50, 104, 96, 81, 35]","[42, 25, 2, 110, 120]"
811,5811,1120,3558411554,0,1,822,22,0,Warlock,2017-11-12,,6,0,1,1.0,1,,1,232851,"[37, 26, 79, 18, 36]","[114, 96, 14, 28, 35]"
812,5812,1121,3556490411,2,1,2351,22,7,Axe,2017-11-11,,9,8,15,,0,,1,232851,"[54, 101, 2, 62, 30]","[16, 31, 14, 35, 4]"
813,5813,1122,3554446483,4,1,2205,22,7,Spirit Breaker,2017-11-10,20.0,8,11,22,,0,2.0,1,232851,"[11, 86, 44, 102, 71]","[21, 6, 35, 84, 62]"
814,5814,1123,3554359548,131,0,2794,22,7,Axe,2017-11-10,,16,8,14,,0,,1,232851,"[93, 85, 74, 3, 120]","[17, 32, 35, 2, 86]"
815,5815,1124,3554294761,130,0,2086,22,7,Axe,2017-11-10,,6,7,8,,0,1.0,1,232851,"[120, 101, 119, 34, 60]","[104, 114, 2, 14, 41]"
816,5816,1125,3554217830,1,1,2200,22,7,Axe,2017-11-10,20.0,18,9,13,,0,1.0,1,232851,"[84, 2, 35, 85, 67]","[22, 93, 14, 36, 30]"
817,5817,1126,3552443068,4,1,2061,22,7,Axe,2017-11-09,,15,5,7,,0,,1,232851,"[86, 44, 14, 12, 2]","[84, 120, 119, 1, 35]"
818,5818,1127,3552171821,4,1,2349,22,7,Earthshaker,2017-11-09,,7,4,21,,0,,1,232851,"[120, 30, 44, 67, 7]","[61, 47, 38, 20, 1]"
819,5819,1128,3550734370,3,1,1894,22,7,Earthshaker,2017-11-08,20.0,7,0,10,,0,1.0,1,232851,"[108, 22, 18, 7, 119]","[49, 103, 34, 41, 94]"
820,5820,1129,3550527547,130,0,1513,22,0,Viper,2017-11-08,20.0,4,3,6,1.0,0,3.0,1,232851,"[21, 14, 32, 1, 44]","[114, 40, 47, 25, 64]"
821,5821,1130,3550338822,130,0,3338,22,7,Nature's Prophet,2017-11-08,,6,4,16,,0,,1,232851,"[7, 94, 49, 3, 21]","[22, 14, 53, 27, 54]"
822,5822,1131,3550251968,3,1,2176,22,7,Axe,2017-11-08,,10,7,10,,0,,1,232851,"[11, 14, 75, 2, 94]","[71, 1, 25, 74, 59]"
823,5823,1132,3547206599,2,1,2062,22,7,Dazzle,2017-11-06,,2,5,24,,0,,1,232851,"[36, 14, 50, 11, 67]","[20, 8, 41, 22, 63]"
824,5824,1133,3546891696,0,1,1712,22,7,Sven,2017-11-06,,8,2,8,,0,,1,232851,"[18, 26, 96, 82, 71]","[74, 44, 21, 90, 54]"
825,5825,1134,3545065953,3,1,3096,22,7,Elder Titan,2017-11-05,,10,6,21,,0,,1,232851,"[23, 93, 9, 103, 26]","[84, 31, 82, 63, 88]"
826,5826,1135,3544875136,131,0,2407,22,7,Lion,2017-11-05,,4,5,18,,0,,1,232851,"[36, 32, 30, 97, 1]","[78, 28, 94, 26, 35]"
827,5827,1136,3544759949,4,1,2645,22,7,Earthshaker,2017-11-05,20.0,4,9,13,,0,1.0,1,232851,"[94, 74, 80, 93, 7]","[86, 32, 21, 1, 62]"
828,5828,1137,3543075885,3,1,2984,22,7,Earthshaker,2017-11-04,,7,7,28,,0,,1,232851,"[95, 75, 32, 7, 103]","[1, 45, 74, 36, 16]"
829,5829,1138,3543014980,128,0,1780,22,0,Vengeful Spirit,2017-11-04,,2,3,13,1.0,0,,1,232851,"[91, 21, 54, 13, 3]","[20, 62, 18, 58, 6]"
830,5830,1139,3542925859,0,1,2475,22,0,Dazzle,2017-11-04,20.0,4,4,26,1.0,0,4.0,1,232851,"[50, 102, 12, 26, 39]","[3, 1, 51, 91, 21]"
831,5831,1140,3542558780,1,1,2734,22,7,Ancient Apparition,2017-11-04,20.0,6,3,23,,0,1.0,1,232851,"[7, 68, 6, 9, 21]","[86, 54, 106, 73, 71]"
832,5832,1141,3541641535,4,1,2164,4,0,Magnus,2017-11-04,,4,7,17,1.0,0,,1,232851,"[52, 42, 112, 3, 97]","[56, 44, 30, 32, 18]"
833,5833,1142,3540757564,128,0,2210,22,0,Vengeful Spirit,2017-11-03,,5,1,31,1.0,0,,1,232851,"[11, 120, 86, 44, 52]","[20, 35, 37, 119, 49]"
834,5834,1143,3540694486,130,0,2305,22,0,Clockwerk,2017-11-03,20.0,16,5,15,1.0,0,3.0,1,232851,"[69, 114, 107, 120, 39]","[93, 119, 51, 9, 5]"
835,5835,1144,3540364023,128,0,2321,22,0,Anti-Mage,2017-11-03,,8,1,10,1.0,0,,1,232851,"[18, 34, 119, 64, 7]","[1, 62, 29, 58, 84]"
836,5836,1145,3538263364,129,0,2369,22,0,Axe,2017-11-02,20.0,18,5,20,1.0,0,5.0,1,232851,"[50, 22, 18, 56, 4]","[91, 2, 58, 5, 44]"
837,5837,1146,3538149179,130,0,2933,22,0,Viper,2017-11-02,,8,7,29,1.0,0,,1,232851,"[34, 69, 23, 27, 70]","[91, 85, 47, 48, 26]"
838,5838,1147,3536222897,128,0,2155,22,0,Lion,2017-11-01,,12,7,14,1.0,0,,1,232851,"[44, 88, 42, 83, 119]","[26, 13, 20, 94, 99]"
839,5839,1148,3535937348,130,0,2549,22,0,Wraith King,2017-11-01,,5,7,21,1.0,0,,1,232851,"[44, 81, 120, 119, 25]","[1, 5, 42, 76, 107]"
840,5840,1149,3535742896,128,0,2429,22,0,Viper,2017-11-01,,12,6,17,1.0,0,,1,232851,"[120, 104, 84, 35, 119]","[47, 20, 25, 105, 56]"
841,5841,1150,3535580180,2,1,3050,22,7,Earthshaker,2017-11-01,,4,8,24,,0,,1,232851,"[12, 5, 7, 36, 17]","[62, 18, 65, 55, 74]"
842,5842,1151,3531987031,129,0,3064,22,0,Sniper,2017-10-30,,8,4,26,,0,,1,232851,"[9, 114, 1, 62, 86]","[22, 35, 71, 5, 98]"
843,5843,1152,3531895414,0,1,2539,22,0,Nature's Prophet,2017-10-30,,8,2,12,1.0,0,,1,232851,"[53, 40, 108, 62, 21]","[60, 3, 99, 114, 45]"
844,5844,1153,3530258290,130,0,2531,22,0,Silencer,2017-10-29,,11,5,34,1.0,0,,1,232851,"[86, 49, 32, 43, 103]","[110, 33, 75, 36, 41]"
845,5845,1154,3530192720,130,0,1898,22,0,Crystal Maiden,2017-10-29,,2,0,24,1.0,0,,1,232851,"[55, 48, 45, 26, 7]","[23, 70, 5, 33, 62]"
846,5846,1155,3530099457,130,0,2785,22,0,Clockwerk,2017-10-29,,13,3,20,1.0,0,,1,232851,"[14, 19, 72, 7, 103]","[40, 47, 51, 33, 62]"
847,5847,1156,3528024774,4,1,1586,22,7,Dazzle,2017-10-28,20.0,4,4,19,1.0,0,1.0,1,232851,"[40, 44, 5, 99, 50]","[47, 7, 59, 6, 14]"
848,5848,1157,3526198767,4,1,2573,22,7,Keeper of the Light,2017-10-27,,2,7,19,1.0,0,,1,232851,"[101, 35, 77, 1, 90]","[14, 53, 74, 8, 21]"
849,5849,1158,3523982361,132,0,2477,22,7,Earthshaker,2017-10-26,,15,5,22,1.0,0,,1,232851,"[49, 83, 53, 30, 44]","[35, 4, 51, 101, 7]"
850,5850,1159,3520455726,3,1,2649,22,7,Pudge,2017-10-24,,7,7,23,,0,,1,232851,"[86, 97, 67, 14, 11]","[99, 4, 93, 25, 59]"
851,5851,1160,3519010361,130,0,2802,22,0,Phantom Assassin,2017-10-23,,11,4,15,1.0,0,,1,232851,"[20, 70, 73, 22, 90]","[108, 32, 44, 47, 37]"
852,5852,1161,3517289634,131,0,2193,22,0,Pudge,2017-10-22,20.0,12,2,19,1.0,0,3.0,1,232851,"[2, 59, 11, 36, 45]","[32, 29, 44, 14, 57]"
853,5853,1162,3516773054,2,1,2704,22,0,Clockwerk,2017-10-22,,23,12,21,1.0,0,,1,232851,"[11, 71, 51, 47, 64]","[35, 27, 33, 108, 74]"
854,5854,1163,3514930516,132,0,3110,22,7,Pudge,2017-10-21,20.0,15,13,22,1.0,0,1.0,1,232851,"[69, 75, 7, 34, 5]","[3, 97, 18, 23, 14]"
855,5855,1164,3514808923,129,0,2653,22,7,Pudge,2017-10-21,,8,11,12,1.0,0,,1,232851,"[34, 37, 48, 75, 32]","[74, 14, 69, 87, 93]"
856,5856,1165,3511012388,1,1,2725,22,7,Pudge,2017-10-19,20.0,5,7,25,1.0,0,1.0,1,232851,"[27, 14, 70, 58, 9]","[71, 74, 8, 101, 41]"
857,5857,1166,3507792847,130,0,1261,22,0,Sven,2017-10-17,,0,0,4,1.0,0,,1,232851,"[22, 71, 15, 69, 27]","[4, 61, 18, 30, 51]"
858,5858,1167,3505982650,0,1,2468,22,0,Clockwerk,2017-10-16,,19,2,13,1.0,0,,1,232851,"[51, 84, 35, 32, 42]","[47, 104, 22, 25, 93]"
859,5859,1168,3503507895,130,0,2140,22,7,Pudge,2017-10-15,,6,3,14,2.0,0,,1,232851,"[13, 54, 55, 74, 7]","[56, 75, 14, 5, 2]"
860,5860,1169,3503397392,2,1,2733,22,7,Jakiro,2017-10-15,,6,6,10,1.0,0,,1,232851,"[27, 8, 64, 45, 40]","[74, 22, 86, 102, 1]"
861,5861,1170,3503260516,1,1,3817,22,7,Viper,2017-10-15,,10,8,19,,0,,1,232851,"[96, 47, 32, 8, 37]","[15, 14, 34, 42, 62]"
862,5862,1171,3503077726,3,1,1588,22,0,Pudge,2017-10-15,,4,2,12,1.0,0,,1,232851,"[47, 12, 43, 14, 31]","[46, 84, 75, 32, 29]"
863,5863,1172,3502073100,129,0,1861,22,0,Pudge,2017-10-14,,6,8,13,1.0,0,,1,232851,"[54, 17, 27, 41, 107]","[9, 14, 99, 73, 101]"
864,5864,1173,3501576084,2,1,2825,22,7,Pudge,2017-10-14,,9,8,7,2.0,0,,1,232851,"[84, 72, 14, 2, 12]","[44, 4, 26, 56, 21]"
865,5865,1174,3501052593,128,0,2704,22,0,Pudge,2017-10-14,,9,6,18,,0,,1,232851,"[4, 30, 12, 104, 35]","[14, 37, 11, 18, 67]"
866,5866,1175,3497855810,131,0,2489,22,7,Pudge,2017-10-12,,1,11,11,1.0,0,,1,232851,"[21, 35, 49, 31, 7]","[11, 99, 1, 14, 30]"
867,5867,1176,3496112723,4,1,2808,22,7,Ogre Magi,2017-10-11,,2,8,30,1.0,0,,1,232851,"[4, 5, 93, 36, 84]","[7, 77, 31, 34, 111]"
868,5868,1177,3496042264,1,1,1926,22,7,Lion,2017-10-11,,5,6,21,1.0,0,,1,232851,"[18, 26, 62, 4, 14]","[106, 1, 88, 56, 25]"
869,5869,1178,3494431360,0,1,2198,22,7,Pudge,2017-10-10,20.0,7,6,11,2.0,0,3.0,1,232851,"[14, 5, 12, 35, 21]","[6, 51, 47, 100, 53]"
870,5870,1179,3494348871,0,1,2400,22,7,Pudge,2017-10-10,20.0,9,7,24,1.0,0,2.0,1,232851,"[14, 39, 71, 50, 44]","[104, 27, 1, 47, 21]"
871,5871,1180,3490815660,130,0,2497,22,7,Pudge,2017-10-08,20.0,4,12,14,1.0,0,1.0,1,232851,"[28, 54, 86, 71, 76]","[105, 49, 14, 42, 2]"
872,5872,1181,3490488513,129,0,3271,22,7,Pudge,2017-10-08,,3,15,12,,0,,1,232851,"[58, 6, 75, 23, 36]","[53, 14, 35, 7, 81]"
873,5873,1182,3490096221,2,1,3072,22,7,Pudge,2017-10-08,,3,15,17,1.0,0,,1,232851,"[110, 51, 14, 11, 6]","[41, 74, 40, 33, 63]"
874,5874,1183,3489051569,0,1,1969,22,0,Pudge,2017-10-07,,9,4,15,1.0,0,,1,232851,"[14, 84, 47, 64, 45]","[73, 7, 31, 94, 32]"
875,5875,1184,3484570116,130,0,3582,22,7,Pudge,2017-10-05,,10,15,30,,0,,1,232851,"[27, 70, 36, 30, 63]","[68, 15, 14, 74, 4]"
876,5876,1185,3484493288,128,0,2050,22,7,Omniknight,2017-10-05,20.0,5,2,14,1.0,0,1.0,1,232851,"[75, 36, 73, 96, 109]","[57, 45, 41, 14, 74]"
877,5877,1186,3484349674,1,1,3350,22,7,Pudge,2017-10-05,,15,14,15,,0,,1,232851,"[86, 14, 74, 68, 67]","[44, 26, 63, 50, 10]"
878,5878,1187,3481012095,130,0,1989,22,7,Pudge,2017-10-03,,14,6,21,1.0,0,,1,232851,"[13, 32, 18, 29, 26]","[42, 40, 14, 36, 110]"
879,5879,1188,3480901982,132,0,2855,22,7,Pudge,2017-10-03,,12,10,17,1.0,0,,1,232851,"[41, 35, 30, 36, 96]","[7, 1, 42, 68, 14]"
880,5880,1189,3479127158,130,0,2157,22,7,Pudge,2017-10-02,,9,5,13,1.0,0,,1,232851,"[12, 6, 7, 3, 114]","[33, 106, 14, 40, 10]"
881,5881,1190,3477346300,0,1,2740,22,7,Pudge,2017-10-01,,11,8,30,,0,,1,232851,"[14, 36, 6, 90, 9]","[114, 22, 19, 20, 44]"
882,5882,1191,3476739751,128,0,2806,22,7,Clockwerk,2017-10-01,,14,6,21,1.0,0,,1,232851,"[35, 5, 108, 14, 44]","[51, 40, 95, 9, 33]"
883,5883,1192,3475025710,130,0,2215,22,7,Earthshaker,2017-09-30,,8,2,22,1.0,0,,1,232851,"[42, 74, 4, 26, 98]","[79, 73, 7, 48, 36]"
884,5884,1193,3473307929,1,1,3352,22,7,Earthshaker,2017-09-29,,12,7,28,,0,,1,232851,"[64, 7, 49, 21, 75]","[4, 12, 32, 13, 53]"
885,5885,1194,3471178857,2,1,2083,22,0,Lion,2017-09-28,,5,6,15,1.0,0,,1,232851,"[63, 59, 26, 44, 30]","[21, 86, 47, 36, 1]"
886,5886,1195,3470926311,4,1,3883,22,7,Axe,2017-09-28,,15,10,27,,0,,1,232851,"[8, 21, 37, 9, 2]","[10, 14, 16, 109, 98]"
887,5887,1196,3470828959,2,1,1750,22,7,Earthshaker,2017-09-28,,4,4,12,1.0,0,,1,232851,"[81, 95, 7, 74, 27]","[93, 32, 114, 63, 85]"
888,5888,1197,3469450049,0,1,2372,22,0,Tiny,2017-09-27,,13,8,9,2.0,0,,1,232851,"[19, 5, 84, 60, 1]","[78, 9, 72, 50, 25]"
889,5889,1198,3467307704,2,1,2424,22,7,Sven,2017-09-26,,10,2,16,1.0,0,,1,232851,"[112, 97, 18, 51, 74]","[36, 68, 104, 28, 95]"
890,5890,1199,3465710477,1,1,2607,22,7,Timbersaw,2017-09-25,,5,5,16,1.0,0,,1,232851,"[39, 98, 1, 62, 30]","[35, 17, 78, 36, 74]"
891,5891,1200,3465556262,2,1,4410,3,7,Sven,2017-09-25,,11,4,19,,0,,1,232851,"[33, 30, 18, 23, 7]","[47, 25, 4, 46, 75]"
892,5892,1201,3463797368,129,0,2340,22,0,Phantom Assassin,2017-09-24,,27,1,13,1.0,0,,1,232851,"[5, 62, 48, 99, 74]","[35, 44, 102, 104, 84]"
893,5893,1202,3463620660,1,1,4261,22,7,Medusa,2017-09-24,20.0,16,6,19,,0,3.0,1,232851,"[71, 94, 105, 90, 36]","[95, 5, 40, 39, 2]"
894,5894,1203,3462967776,2,1,4002,22,0,Nyx Assassin,2017-09-24,,11,12,23,,0,,1,232851,"[99, 16, 88, 9, 63]","[34, 54, 14, 101, 15]"
895,5895,1204,3457537190,4,1,3040,22,0,Pudge,2017-09-21,,6,9,16,,0,,1,232851,"[1, 2, 74, 101, 14]","[44, 9, 22, 104, 41]"
896,5896,1205,3457120680,1,1,2529,22,0,Zeus,2017-09-21,20.0,5,5,19,1.0,0,,1,232851,"[44, 22, 64, 9, 78]","[86, 12, 48, 102, 53]"
897,5897,1206,3455198343,3,1,3134,22,0,Weaver,2017-09-20,,12,4,15,1.0,0,,1,232851,"[27, 49, 105, 63, 93]","[2, 5, 10, 7, 106]"
898,5898,1207,3453710918,0,1,2315,22,7,Abaddon,2017-09-19,,8,6,16,1.0,0,,1,232851,"[102, 110, 27, 93, 74]","[40, 44, 23, 8, 14]"
899,5899,1208,3453417786,1,1,2508,22,0,Sven,2017-09-19,,14,2,14,1.0,0,,1,232851,"[30, 18, 31, 33, 22]","[75, 7, 54, 26, 49]"
900,5900,1209,3449231644,0,1,2537,22,0,Wraith King,2017-09-17,,6,1,26,1.0,0,,1,232851,"[42, 32, 29, 44, 68]","[56, 26, 94, 21, 95]"
901,5901,1210,3448434172,128,0,2723,22,0,Phantom Assassin,2017-09-16,,19,6,20,1.0,0,,1,232851,"[6, 64, 14, 75, 21]","[44, 97, 30, 29, 5]"
902,5902,1211,3448305602,128,0,4982,22,0,Dragon Knight,2017-09-16,,15,13,28,,0,,1,232851,"[51, 25, 99, 14, 46]","[49, 84, 73, 16, 15]"
903,5903,1212,3448165565,0,1,2268,22,0,Earthshaker,2017-09-16,,14,2,20,1.0,0,,1,232851,"[7, 101, 98, 16, 12]","[86, 51, 71, 3, 44]"
904,5904,1213,3447976033,128,0,3355,22,0,Tusk,2017-09-16,,5,7,29,1.0,0,,1,232851,"[72, 8, 2, 90, 38]","[100, 25, 30, 16, 95]"
905,5905,1214,3447586929,0,1,3019,22,0,Nature's Prophet,2017-09-16,,12,6,9,,0,,1,232851,"[53, 67, 32, 40, 71]","[78, 14, 102, 87, 94]"
906,5906,1215,3447453801,0,1,2636,22,0,Earthshaker,2017-09-16,20.0,11,4,18,,0,,1,232851,"[7, 114, 83, 40, 104]","[14, 17, 93, 26, 88]"
907,5907,1216,3447153910,128,0,2846,22,0,Axe,2017-09-16,,29,6,12,1.0,0,,1,232851,"[21, 4, 1, 59, 23]","[2, 3, 5, 48, 94]"
